id,emotion,intensity,domain,domain_label,matched_control_id,word_count,text,condition,pair_id,V_H,A_H,pair_key,split
B-rage-d1-v3,rage,peak,1,Financial betrayal (theft by trusted person),N-rage-d1-c3,94,"The retirement account had been emptied in increments so small she hadn't noticed. Her son had power of attorney. He'd used it forty-three times. The bank statements were in a folder the lawyer had prepared, each withdrawal highlighted in yellow — grocery stores, gas stations, an electronics retailer, a car dealership. She was eighty-one years old and she recognized the pattern: he had lived his daily life on her savings while depositing his own paychecks untouched into his own account. The math was simple. He had done it every week for almost three years.",affective,N-rage-d1-c3,,,N-rage-d1-c3,dev
N-rage-d1-c3,neutral,neutral,1,Financial-Betrayal-Matched (Financial/Interpersonal Settings),B-rage-d1-v3,84,"The retirement account had been growing in regular increments over the past several years. Her son had power of attorney for administrative purposes. He'd used it to set up automatic deposits and manage the quarterly rebalancing. The bank statements were in a folder the financial advisor had prepared, each contribution highlighted in yellow — payroll deductions, dividend reinvestments, and catch-up contributions. She was eighty-one years old and the portfolio was on track. The advisor recommended keeping the current allocation through the next review cycle.",neutral,N-rage-d1-c3,,,N-rage-d1-c3,dev
B-rage-d1-v4,rage,peak,1,Financial betrayal (theft by trusted person),N-rage-d1-c4,95,"His best friend had borrowed the money for his mother's surgery. That was what he'd said. His mother's surgery. He'd signed a note, shaken his hand, and looked him in the eyes across the same bar where they'd been drinking since they were nineteen. The investigator's report was three pages long. There was no surgery. The mother had been in good health all year. The money had gone to a sports betting platform — deposits tracked by date, IP address, device. His friend had placed the first bet eleven minutes after the wire transfer cleared.",affective,N-rage-d1-c4,,,N-rage-d1-c4,dev
N-rage-d1-c4,neutral,neutral,1,Financial-Betrayal-Matched (Financial/Interpersonal Settings),B-rage-d1-v4,82,"His friend had borrowed the money to cover a deposit on a new apartment. They'd drawn up a simple agreement, shaken hands, and sat at the same bar where they'd been meeting since they were nineteen. The repayment schedule was straightforward — three pages outlining monthly installments over twelve months. The first payment had arrived on time, transferred electronically. His friend had set up automatic payments through his bank. The second installment cleared the following month, matching the agreed amount exactly.

---",neutral,N-rage-d1-c4,,,N-rage-d1-c4,dev
B-rage-d2-v3,rage,peak,2,Institutional injustice (system failure),N-rage-d2-c3,97,"The city had condemned the building on a Thursday. By Monday, the developer's company had filed for the lot. The building inspector's report cited violations that hadn't existed during the previous inspection eight months ago — the same inspector, the same building, different findings. Twenty-two families received a notice taped to the front door. The notice gave them thirty days. The developer's website already showed a rendering of what would go on the lot: glass and steel, a rooftop pool, units starting at a price that none of the twenty-two families would recognize as a monthly number.",affective,N-rage-d2-c3,,,N-rage-d2-c3,dev
N-rage-d2-c3,neutral,neutral,2,Institutional-Injustice-Matched (Institutional/Civic Settings),B-rage-d2-v3,79,"The city had scheduled the building inspection for Thursday. By Monday, the property management company had completed the requested maintenance. The building inspector's report from eight months ago had noted minor items — the same inspector conducted routine follow-ups across the district. Twenty-two families received a notice in their mailboxes. The notice confirmed that all cited items had been addressed. The management company's website showed photos of the completed repairs: updated hallway lighting, replaced handrails, and freshly painted stairwells.",neutral,N-rage-d2-c3,,,N-rage-d2-c3,dev
B-rage-d2-v4,rage,peak,2,Institutional injustice (system failure),N-rage-d2-c4,90,"The pharmaceutical company's internal emails were released on page forty-seven of the court filing. The relevant line: ""Efficacy data does not support label claims at current dosing. Recommend: adjust marketing language, not dosing."" The date on the email was six years before the recall. She had taken the medication for four of those six years. Her doctor had prescribed it based on the label. She counted backward. Her daughter had been conceived during year two. She looked at her daughter. She looked at the filing. She looked at her daughter.",affective,N-rage-d2-c4,,,N-rage-d2-c4,dev
N-rage-d2-c4,neutral,neutral,2,Institutional-Injustice-Matched (Institutional/Civic Settings),B-rage-d2-v4,85,"The pharmaceutical company's quarterly report was released on page forty-seven of the regulatory filing. The relevant section summarized efficacy data from the most recent clinical trial. The date on the report was from the previous fiscal year. She had been taking the medication for four years as part of an ongoing prescription. Her doctor had reviewed the latest guidelines at her annual visit. She noted the next refill date on her calendar and placed the filing in the folder with her other medical paperwork.

---",neutral,N-rage-d2-c4,,,N-rage-d2-c4,dev
B-rage-d3-v1,rage,peak,3,Personal violation (boundary crossed),N-rage-d3-c1,100,"She found the folder on his laptop. It was labeled with her name. Inside were screenshots of every private message she had sent to her sister, her therapist, her best friend — captured by an application that ran silently and uploaded to his cloud account. The timestamps went back fourteen months. He had read her describe her doubts about the relationship, her plans to visit a lawyer, her sister's offer of the spare bedroom. He had read all of it and sat across from her at dinner every night and said nothing, and she had thought the silence was ordinary.",affective,N-rage-d3-c1,,,N-rage-d3-c1,dev
N-rage-d3-c1,neutral,neutral,3,Personal-Violation-Matched (Interpersonal/Domestic Settings),B-rage-d3-v1,80,"She found the folder on the shared laptop. It was labeled with the project name. Inside were screenshots of the collaborative document they'd been editing — saved versions from their shared workspace, backed up automatically to the cloud account. The timestamps went back fourteen months of revisions. He had reviewed the budget projections, the timeline updates, and the vendor contact list. They had discussed the project at their weekly meetings, and the latest version reflected the edits they'd agreed on.",neutral,N-rage-d3-c1,,,N-rage-d3-c1,dev
